journal,unit,year,count,topics
Applied and Environmental Microbiology,College of Arts and Sciences,2000,1,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2001,4,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2002,4,[Microbiology]
Applied and Environmental Microbiology,College of Engineering,2002,1,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2003,7,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2004,10,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2005,8,[Microbiology]
Applied and Environmental Microbiology,College of Engineering,2005,4,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2006,10,[Microbiology]
Applied and Environmental Microbiology,College of Engineering,2006,2,[Microbiology]
Applied and Environmental Microbiology,College of Veterinary Medicine,2006,1,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2007,19,[Microbiology]
Applied and Environmental Microbiology,College of Engineering,2007,2,[Microbiology]
Applied and Environmental Microbiology,College of Arts and Sciences,2007,2,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2008,13,[Microbiology]
Applied and Environmental Microbiology,College of Engineering,2008,1,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2009,8,[Microbiology]
Applied and Environmental Microbiology,College of Engineering,2009,3,[Microbiology]
Applied and Environmental Microbiology,College of Arts and Sciences,2009,2,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2010,6,[Microbiology]
Applied and Environmental Microbiology,College of Engineering,2010,1,[Microbiology]
Applied and Environmental Microbiology,College of Arts and Sciences,2010,1,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2011,13,[Microbiology]
Applied and Environmental Microbiology,College of Engineering,2011,1,[Microbiology]
Applied and Environmental Microbiology,College of Arts and Sciences,2011,1,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2012,12,[Microbiology]
Applied and Environmental Microbiology,College of Veterinary Medicine,2012,1,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2013,5,[Microbiology]
Applied and Environmental Microbiology,College of Veterinary Medicine,2013,1,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2014,10,[Microbiology]
Applied and Environmental Microbiology,College of Engineering,2014,3,[Microbiology]
Applied and Environmental Microbiology,College of Arts and Sciences,2014,1,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2015,8,[Microbiology]
Applied and Environmental Microbiology,College of Engineering,2015,1,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2016,2,[Microbiology]
Applied and Environmental Microbiology,College of Engineering,2016,1,[Microbiology]
Applied and Environmental Microbiology,College of Agriculture and Life Sciences,2017,1,[Microbiology]
Applied animal behaviour science,College of Agriculture and Life Sciences,1984,1,[Behavioral Science & Comparative Psychology]
Applied animal behaviour science,College of Agriculture and Life Sciences,2004,1,[Behavioral Science & Comparative Psychology]
Applied animal behaviour science,College of Agriculture and Life Sciences,2006,1,[Behavioral Science & Comparative Psychology]
Applied animal behaviour science,College of Agriculture and Life Sciences,2007,1,[Behavioral Science & Comparative Psychology]
Applied animal behaviour science,College of Agriculture and Life Sciences,2015,1,[Behavioral Science & Comparative Psychology]
APPLIED ARTIFICIAL INTELLIGENCE,Cornell SC Johnson College of Business,1992,1,[Artificial Intelligence & Image Processing]
Applied biochemistry and biotechnology,College of Engineering,1991,1,[Biotechnology]
Applied biochemistry and biotechnology,College of Arts and Sciences,1994,1,[Biotechnology]
Applied biochemistry and biotechnology,College of Arts and Sciences,2002,1,[Biotechnology]
Applied biochemistry and biotechnology,College of Arts and Sciences,2004,1,[Biotechnology]
Applied biochemistry and biotechnology,College of Agriculture and Life Sciences,2008,1,[Biotechnology]
Applied Catalysis B: Environmental,College of Engineering,2012,1,[Physical Chemistry]
Applied Economic Perspectives and Policy,College of Agriculture and Life Sciences,1989,2,[Economics]
Applied Economic Perspectives and Policy,College of Agriculture and Life Sciences,2010,2,[Economics]
Applied Economic Perspectives and Policy,College of Agriculture and Life Sciences,2011,2,[Economics]
Applied Economic Perspectives and Policy,College of Agriculture and Life Sciences,2013,4,[Economics]
Applied Economic Perspectives and Policy,College of Agriculture and Life Sciences,2014,6,[Economics]
Applied Economic Perspectives and Policy,College of Agriculture and Life Sciences,2016,2,[Economics]
APPLIED ECONOMICS,College of Agriculture and Life Sciences,1974,1,[Economics]
APPLIED ECONOMICS,College of Agriculture and Life Sciences,1994,1,[Economics]
APPLIED ECONOMICS,College of Agriculture and Life Sciences,1998,1,[Economics]
APPLIED ECONOMICS,Cornell SC Johnson College of Business,1998,1,[Economics]
APPLIED ECONOMICS,College of Agriculture and Life Sciences,2004,1,[Economics]
APPLIED ECONOMICS,College of Agriculture and Life Sciences,2008,2,[Economics]
APPLIED ECONOMICS,College of Agriculture and Life Sciences,2009,1,[Economics]
APPLIED ECONOMICS,Cornell SC Johnson College of Business,2009,1,[Economics]
APPLIED ECONOMICS,College of Agriculture and Life Sciences,2011,4,[Economics]
APPLIED ECONOMICS,Cornell SC Johnson College of Business,2011,1,[Economics]
APPLIED ECONOMICS,College of Agriculture and Life Sciences,2012,1,[Economics]
APPLIED ECONOMICS,College of Agriculture and Life Sciences,2013,3,[Economics]
APPLIED ECONOMICS,College of Agriculture and Life Sciences,2014,1,[Economics]
APPLIED ECONOMICS,College of Agriculture and Life Sciences,2016,1,[Economics]
Applied Economics Letters,College of Agriculture and Life Sciences,2001,1,[Economics]
Applied Economics Letters,College of Agriculture and Life Sciences,2005,1,[Economics]
Applied Economics Letters,College of Agriculture and Life Sciences,2008,1,[Economics]
Applied Economics Letters,College of Agriculture and Life Sciences,2010,2,[Economics]
Applied Economics Letters,College of Agriculture and Life Sciences,2011,2,[Economics]
Applied Economics Letters,College of Agriculture and Life Sciences,2012,1,[Economics]
Applied Economics Letters,College of Agriculture and Life Sciences,2013,1,[Economics]
Applied Economics Letters,College of Agriculture and Life Sciences,2014,2,[Economics]
APPLIED ENERGY,College of Engineering,2013,2,[Energy]
APPLIED ENERGY,College of Agriculture and Life Sciences,2013,1,[Energy]
APPLIED ENERGY,College of Engineering,2014,1,[Energy]
APPLIED ENERGY,College of Agriculture and Life Sciences,2016,1,[Energy]
Applied Engineering in Agriculture,College of Agriculture and Life Sciences,1985,1,[Agronomy & Agriculture]
Applied Engineering in Agriculture,College of Engineering,1985,1,[Agronomy & Agriculture]
Applied Engineering in Agriculture,College of Agriculture and Life Sciences,1986,1,[Agronomy & Agriculture]
Applied Engineering in Agriculture,College of Agriculture and Life Sciences,1987,1,[Agronomy & Agriculture]
Applied Engineering in Agriculture,College of Agriculture and Life Sciences,1989,2,[Agronomy & Agriculture]
Applied Engineering in Agriculture,College of Engineering,1989,1,[Agronomy & Agriculture]
Applied Engineering in Agriculture,College of Agriculture and Life Sciences,1995,1,[Agronomy & Agriculture]
Applied Engineering in Agriculture,College of Agriculture and Life Sciences,1998,1,[Agronomy & Agriculture]
Applied Engineering in Agriculture,College of Agriculture and Life Sciences,2003,1,[Agronomy & Agriculture]
Applied Engineering in Agriculture,College of Agriculture and Life Sciences,2009,1,[Agronomy & Agriculture]
Applied Engineering in Agriculture,College of Engineering,2009,1,[Agronomy & Agriculture]
Applied Engineering in Agriculture,College of Agriculture and Life Sciences,2013,1,[Agronomy & Agriculture]
Applied Environmental Education and Communication,College of Agriculture and Life Sciences,2014,1,[]
Applied Geochemistry,College of Agriculture and Life Sciences,2008,1,[Geochemistry & Geophysics]
Applied Geochemistry,College of Engineering,2013,1,[Geochemistry & Geophysics]
Applied Geography,College of Agriculture and Life Sciences,2014,2,[Geography]
Applied Geography,College of Agriculture and Life Sciences,2015,1,[Geography]
Applied Mathematical Finance,Cornell SC Johnson College of Business,1994,1,[Finance]
Applied Mathematical Finance,College of Arts and Sciences,1994,1,[Finance]
Applied Mathematical Modelling,College of Engineering,2011,1,[Mechanical Engineering & Transports]
Applied Mathematics and Computation,College of Engineering,1987,1,[Numerical & Computational Mathematics]
Applied Mathematics and Computation,College of Arts and Sciences,1987,1,[Numerical & Computational Mathematics]
Applied Mathematics and Computation,College of Engineering,2012,1,[Numerical & Computational Mathematics]
Applied Mechanics Reviews,College of Engineering,2005,1,[Mechanical Engineering & Transports]
Applied Microbiology,College of Engineering,1972,1,[]
Applied Microbiology,College of Engineering,1997,1,[]
Applied microbiology and biotechnology,College of Arts and Sciences,1988,1,[Biotechnology]
Applied microbiology and biotechnology,College of Engineering,1989,1,[Biotechnology]
Applied microbiology and biotechnology,College of Agriculture and Life Sciences,1992,1,[Biotechnology]
Applied microbiology and biotechnology,College of Agriculture and Life Sciences,1998,1,[Biotechnology]
Applied microbiology and biotechnology,College of Agriculture and Life Sciences,2001,2,[Biotechnology]
Applied microbiology and biotechnology,College of Arts and Sciences,2001,1,[Biotechnology]
Applied microbiology and biotechnology,College of Agriculture and Life Sciences,2003,1,[Biotechnology]
Applied microbiology and biotechnology,College of Arts and Sciences,2003,1,[Biotechnology]
Applied microbiology and biotechnology,College of Agriculture and Life Sciences,2004,2,[Biotechnology]
Applied microbiology and biotechnology,College of Agriculture and Life Sciences,2005,2,[Biotechnology]
Applied microbiology and biotechnology,College of Agriculture and Life Sciences,2006,2,[Biotechnology]
Applied microbiology and biotechnology,College of Agriculture and Life Sciences,2007,2,[Biotechnology]
Applied microbiology and biotechnology,College of Agriculture and Life Sciences,2008,3,[Biotechnology]
Applied microbiology and biotechnology,College of Agriculture and Life Sciences,2010,3,[Biotechnology]
Applied microbiology and biotechnology,College of Agriculture and Life Sciences,2011,1,[Biotechnology]
Applied microbiology and biotechnology,College of Agriculture and Life Sciences,2012,1,[Biotechnology]
Applied microbiology and biotechnology,College of Arts and Sciences,2012,1,[Biotechnology]
Applied microbiology and biotechnology,College of Engineering,2014,1,[Biotechnology]
Applied microbiology and biotechnology,College of Engineering,2015,1,[Biotechnology]
Applied microbiology and biotechnology,College of Agriculture and Life Sciences,2016,1,[Biotechnology]
Applied Optics,College of Engineering,1979,1,[Optics]
Applied Optics,College of Engineering,1982,1,[Optics]
Applied Optics,College of Engineering,1983,1,[Optics]
Applied Optics,College of Engineering,1984,2,[Optics]
Applied Optics,College of Engineering,1985,1,[Optics]
Applied Optics,College of Engineering,1986,1,[Optics]
Applied Optics,College of Engineering,1987,2,[Optics]
Applied Optics,College of Engineering,1989,2,[Optics]
Applied Optics,College of Engineering,1991,1,[Optics]
Applied Optics,College of Engineering,1992,1,[Optics]
Applied Optics,College of Engineering,1997,2,[Optics]
Applied Optics,College of Engineering,1998,1,[Optics]
Applied Optics,College of Engineering,2001,1,[Optics]
Applied Optics,College of Engineering,2002,2,[Optics]
Applied Optics,College of Arts and Sciences,2002,1,[Optics]
Applied Optics,College of Engineering,2005,4,[Optics]
Applied Optics,College of Engineering,2007,1,[Optics]
Applied Optics,College of Engineering,2009,1,[Optics]
Applied Optics,College of Engineering,2013,2,[Optics]
Applied Optics,College of Arts and Sciences,2013,1,[Optics]
Applied Organometallic Chemistry,College of Engineering,1998,1,[Inorganic & Nuclear Chemistry]
Applied Parallel Computing: State of the Art in Scientific Computing,College of Engineering,2000,1,[Artificial Intelligence & Image Processing]
Applied Parallel Computing: State of the Art in Scientific Computing,College of Engineering,2003,1,[Artificial Intelligence & Image Processing]
Applied Parallel Computing: State of the Art in Scientific Computing,College of Engineering,2005,1,[Artificial Intelligence & Image Processing]
